id,uri,curriculum,source,subject,type,text
outcome:a1c37540918bd784,https://curriculum.praktikal.ee/o/a1c37540918bd784,pohikool,okmv,Inimeseõpetus,,On loov ja ettevõtlik
outcome:cc04bba9787c1883,https://curriculum.praktikal.ee/o/cc04bba9787c1883,pohikool,okmv,Inimeseõpetus,skill,"Õpilane analüüsib mina-pildi kirjeldavat ja hinnagulist (enesehinnang) aspekti tuues näiteid teguritest, mis mõjutavad positiivse mina-pildi (k a avatud ala Johari akna näitel) kujunemist."
outcome:42eaff39182cc477,https://curriculum.praktikal.ee/o/42eaff39182cc477,pohikool,okmv,Inimeseõpetus,skill,"Õpilane analüüsib ennast seoses oma väärtuste, isikuomaduste, võimete ja huvidega seades (lühi- ja pikaajalisi) eesmärke.oma elutee kujundamisel."
outcome:e15ba7b4af567024,https://curriculum.praktikal.ee/o/e15ba7b4af567024,pohikool,okmv,Inimeseõpetus,knowledge,"Õpilane kirjeldab ja seostab põhilisi enesekasvatusvõtteid (sh enesesisestus, eneseveenmine, eneseergutus) oma valikute ja vastutusega elutee (k a haridustee) kujundamisel."
outcome:6e907a65fd5ea2c1,https://curriculum.praktikal.ee/o/6e907a65fd5ea2c1,pohikool,okmv,Inimeseõpetus,knowledge,"Mõistab, et inimene on sotsiaalne olend, mõistab normide vajalikkust ühiselus. Väärtustab hoolivust, ausust, õiglust ja vastutustunnet aktiivse ühiskonnaliikmena."
outcome:4cfab21aeff66b91,https://curriculum.praktikal.ee/o/4cfab21aeff66b91,pohikool,okmv,Inimeseõpetus,knowledge,"Teab, et inimesed erinevad rahvuse, soo, vaimse ja füüsilise suutlikkuse ning vaadete ja usutunnistuste poolest; on erinevuste suhtes salliv."
outcome:046939c2bb20c91f,https://curriculum.praktikal.ee/o/046939c2bb20c91f,pohikool,okmv,Inimeseõpetus,skill,"kirjeldab rühma mõju käitumisele, sh sõltumatuse ja autoriteedi olemust inimsuhetes, demonstreerib õpisituatsioonis toimetulekut rühma survega;"
outcome:424c5e9c00c99caa,https://curriculum.praktikal.ee/o/424c5e9c00c99caa,pohikool,okmv,Inimeseõpetus,skill,"Õpilane analüüsib rühmi liigituste (k a suurus, sotsiaalne distants liikmete vahel, rühma ülesanne) alusel tuues näiteid inimeste erinevatesse rühmadesse kuulumise kohta, mis toetavad koostööd rühmas ja ühiselu toimimist kogukonnas."
outcome:ee4621e8cb28f07b,https://curriculum.praktikal.ee/o/ee4621e8cb28f07b,pohikool,okmv,Inimeseõpetus,skill,"Õpilane võrdleb ja toob näiteid enda rolli kohta erinevates rühmades (rühmade liigitus: erinev suurus, sotsiaalne distants liikmete vahel, erinev ülesanne), kus on väljakujunenud normid (k a õigused ja kohustused)."
outcome:a45edf5c66ed099d,https://curriculum.praktikal.ee/o/a45edf5c66ed099d,pohikool,okmv,Inimeseõpetus,skill,"Õpilane analüüsib (eakaaslaste) rühma kuulumise positiivseid ja negatiivseid külgi rühma sotsiaalse mõju seisukohast ja eristab mõisteid konformsus, autoriteet (kuulekus) ja sõltumatus."
outcome:265000533d50cfd6,https://curriculum.praktikal.ee/o/265000533d50cfd6,pohikool,okmv,Inimeseõpetus,skill,Õpilane demonstreerib õpisituatsioonis toimetulekut (eakaaslaste) rühma survega ennast ja teisi kahjustavates olukordades.
outcome:7c3115d123a3e0d5,https://curriculum.praktikal.ee/o/7c3115d123a3e0d5,pohikool,okmv,Inimeseõpetus,knowledge,"Õpilane eristab vaimset heaolu ühe heaolu aspektina ning kirjeldab näidete varal võimalusi lähiümbruses (n PERMA mudel alusel: positiivsed emotsioonid, kaasahaaratus, positiivsed suhted, tähenduslikkus ja saavutus), kuidas laste ja noorte vaimset heaolu tõsta."
outcome:21ee82788a9f1e03,https://curriculum.praktikal.ee/o/21ee82788a9f1e03,pohikool,okmv,Inimeseõpetus,skill,Õpilane teab keeldumisvõimalusi uimastitega seotud situatsioonides ning demonstreerib õpisituatsioonis “ei” ütlemise oskusi sellistes situatsioonides.
outcome:3a1b8a552df1424c,https://curriculum.praktikal.ee/o/3a1b8a552df1424c,pohikool,okmv,Inimeseõpetus,skill,Õpilane analüüsib uimastitarvitamisega seotud negatiivsete tagajärgede ennetusvõimalusi lähiümbruses (kogukonnas ja ühiskonnas.)
outcome:0dc54a190ac60d36,https://curriculum.praktikal.ee/o/0dc54a190ac60d36,pohikool,okmv,Inimeseõpetus,skill,"Õpilane seostab laste ja noorte õigused kohustustega tuues näiteid seadustest, mis kaitsevad laste ja noorte tervist ja heaolu."
outcome:f32caa871528ee99,https://curriculum.praktikal.ee/o/f32caa871528ee99,pohikool,okmv,Inimeseõpetus,attitude,"Väärtustab positiivseid suhteid, nende loomist ja hoidmist. Mõistab ja aktsepteerib inimliku läheduse erinevaid avaldumisviise."
outcome:a030abc216bfcef5,https://curriculum.praktikal.ee/o/a030abc216bfcef5,pohikool,okmv,Inimeseõpetus,attitude,Väärtustab partnerite vastutustundlikku käitumist seksuaalsuhetes. Oskab leida infot seksuaaltervist puudutavate küsimuste kohta
outcome:8066534ebe6e3ba5,https://curriculum.praktikal.ee/o/8066534ebe6e3ba5,pohikool,okmv,Inimeseõpetus,skill,"Kirjeldab ja toob näiteid erinevatest tunnete ja läheduse avaldumisviisidest, nt meeldimine, sõprus, armumine, armastus;"
outcome:82c793de18605959,https://curriculum.praktikal.ee/o/82c793de18605959,pohikool,okmv,Inimeseõpetus,attitude,Mõistab erineva seksuaalse orientatsiooni ja soolise identiteediga inimeste õigust võrdsele ja lugupidavale kohtlemisele.
outcome:fbca1872639db8ed,https://curriculum.praktikal.ee/o/fbca1872639db8ed,pohikool,okmv,Ühiskonnaõpetus,knowledge,Teab kodukohas tegutsevaid kodanikuühendusi ja -algatusi.
outcome:b6ad0384d059f030,https://curriculum.praktikal.ee/o/b6ad0384d059f030,pohikool,okmv,Ühiskonnaõpetus,knowledge,Teab lapse õigusi ja olulisemaid inimõigusi.
outcome:93bbdeeafd327385,https://curriculum.praktikal.ee/o/93bbdeeafd327385,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, et kõik inimesed on seaduse ees võrdsed ja peavad seadusi täitma."
outcome:1f96cccc5485870d,https://curriculum.praktikal.ee/o/1f96cccc5485870d,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Mõistab, kuidas demokraatia põhimõtted saavad toimida koolis"
outcome:0e46164676de7ed7,https://curriculum.praktikal.ee/o/0e46164676de7ed7,pohikool,okmv,Ühiskonnaõpetus,attitude,toetab oma käitumise ja osalemisega koolidemokraatiat.
outcome:f69341dda2c4fd3a,https://curriculum.praktikal.ee/o/f69341dda2c4fd3a,pohikool,okmv,Ühiskonnaõpetus,knowledge,Teab Eesti riigi juhtimisega seotud põhiseaduslikke institutsioone ja olulisemaid ametikohti.
outcome:2a6774f6936c4b5f,https://curriculum.praktikal.ee/o/2a6774f6936c4b5f,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Eristab fakti arvamusest, teab, mis tunnuste alusel hinnata allikate usaldusväärsust."
outcome:4e3d25c37b2bbb6b,https://curriculum.praktikal.ee/o/4e3d25c37b2bbb6b,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, et autoriõigused on kaitstud seadusega ja autorile tuleb viidata."
outcome:6a618b7c30345a40,https://curriculum.praktikal.ee/o/6a618b7c30345a40,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, et inimesed on erineva kultuuritaustaga, saab aru, kui kedagi kultuurilise erinevuse tõttu diskrimineeritakse ja otsib vajaduse korral abi."
outcome:2b94b9a8abd203ee,https://curriculum.praktikal.ee/o/2b94b9a8abd203ee,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, et iga inimene on käitumise, hoiakute ja panusega kultuurikandja ja -looja."
outcome:524d7ff1391d45cc,https://curriculum.praktikal.ee/o/524d7ff1391d45cc,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Tunneb tervise- ja turvariske, oskab vältida ohtusid ja teab, kust abi otsida, kasutab turvaliselt dokumente ja pangakaarti."
outcome:4e10abf14edd73e9,https://curriculum.praktikal.ee/o/4e10abf14edd73e9,pohikool,okmv,Ühiskonnaõpetus,skill,"Oskab oma aega ja raha planeerida, võimeid ja võimalusi arvestada."
outcome:f0f71be83ac13b38,https://curriculum.praktikal.ee/o/f0f71be83ac13b38,pohikool,okmv,Ühiskonnaõpetus,skill,Käitub teadliku tarbijana.
outcome:85bc5b536698d3b2,https://curriculum.praktikal.ee/o/85bc5b536698d3b2,pohikool,okmv,Ühiskonnaõpetus,knowledge,teab Läänemere-äärseid riike ja näitab neid kaardilt;
outcome:a596b3060c0a812a,https://curriculum.praktikal.ee/o/a596b3060c0a812a,pohikool,okmv,Ühiskonnaõpetus,skill,esitab positiivseid ja negatiivseid näiteid riikidevahelisest koostööst või selle puudumisest;
outcome:764f924b6b48dfd2,https://curriculum.praktikal.ee/o/764f924b6b48dfd2,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid koostööst oma kogukonnas: kodanikuühendused ja -algatused, noorte organiseeritud koostöövormid;"
outcome:4696897cd0703e30,https://curriculum.praktikal.ee/o/4696897cd0703e30,pohikool,okmv,Ühiskonnaõpetus,skill,loetleb kodukohas lahendamist vajavaid probleeme ja pakub neile lahendusi;
outcome:14481ffcb4e58563,https://curriculum.praktikal.ee/o/14481ffcb4e58563,pohikool,okmv,Ühiskonnaõpetus,skill,leiab eakohaseid võimalusi eneseteostuseks kogukonna liikmena;
outcome:8b52aa6f47facb91,https://curriculum.praktikal.ee/o/8b52aa6f47facb91,pohikool,okmv,Ühiskonnaõpetus,knowledge,nimetab inimõigusi ja selgitab nende olulisust;
outcome:791e6611744df6af,https://curriculum.praktikal.ee/o/791e6611744df6af,pohikool,okmv,Ühiskonnaõpetus,knowledge,"nimetab lapse õigusi ja kohustusi, märkab laste õiguste rikkumist ja otsib vajaduse korral abi;"
outcome:6da60bacd208128b,https://curriculum.praktikal.ee/o/6da60bacd208128b,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid, kuidas inimeste õigused on seadusega kaitstud;"
outcome:987b04c7f57efaef,https://curriculum.praktikal.ee/o/987b04c7f57efaef,pohikool,okmv,Ühiskonnaõpetus,skill,"kaitseb seisukohta, et keegi ei ole seadustest kõrgemal;"
outcome:ba1a9c49eb85f3fa,https://curriculum.praktikal.ee/o/ba1a9c49eb85f3fa,pohikool,okmv,Ühiskonnaõpetus,knowledge,"kirjeldab demokraatia põhimõtete toimimist koolis, selgitades õpilasesinduse rolli koolielu kujundamisel;"
outcome:fa1e67414fa80f60,https://curriculum.praktikal.ee/o/fa1e67414fa80f60,pohikool,okmv,Ühiskonnaõpetus,skill,osaleb oma klassi otsustusprotsessides demokraatia põhimõtteid arvestades;
outcome:65e89b66e2774fd9,https://curriculum.praktikal.ee/o/65e89b66e2774fd9,pohikool,okmv,Ühiskonnaõpetus,skill,leiab ja võrdleb erinevatest allikatest pärit infot;
outcome:2820951f420c300d,https://curriculum.praktikal.ee/o/2820951f420c300d,pohikool,okmv,Ühiskonnaõpetus,knowledge,"selgitab fakti ja arvamuse erinevust, toob näiteid;"
outcome:7239029c2617b5ac,https://curriculum.praktikal.ee/o/7239029c2617b5ac,pohikool,okmv,Ühiskonnaõpetus,skill,kasutab viitamist nõuetekohaselt;
outcome:5b288a5c02107fb4,https://curriculum.praktikal.ee/o/5b288a5c02107fb4,pohikool,okmv,Ühiskonnaõpetus,knowledge,tunneb ära ja toob näiteid kultuurikonfliktide ja kultuurilise diskrimineerimise kohta;
outcome:0ff6e5e5bfb719f7,https://curriculum.praktikal.ee/o/0ff6e5e5bfb719f7,pohikool,okmv,Ühiskonnaõpetus,knowledge,"mõistab, et inimesed võivad näha maailma erinevalt;"
outcome:aded5ce919e19bb5,https://curriculum.praktikal.ee/o/aded5ce919e19bb5,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid erinevatest kultuurinähtustest, millega ta on kokku puutunud;"
outcome:aae1dc571049639d,https://curriculum.praktikal.ee/o/aae1dc571049639d,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid, milliste tunnuste põhjal saab inimene end kultuuriliselt määratleda;"
outcome:f1723cbc3c9c1d44,https://curriculum.praktikal.ee/o/f1723cbc3c9c1d44,pohikool,okmv,Ühiskonnaõpetus,skill,toob näiteid isikut tõendavate dokumentide õigest ja valest kasutamisest;
outcome:c351420d92884df1,https://curriculum.praktikal.ee/o/c351420d92884df1,pohikool,okmv,Ühiskonnaõpetus,skill,"loetleb tervise- ja turvalisuseohtusid, oskab ohu korral abi otsida;"
outcome:a79220d0dc699e67,https://curriculum.praktikal.ee/o/a79220d0dc699e67,pohikool,okmv,Ühiskonnaõpetus,knowledge,"nimetab ohtusid internetis ja selgitab, kuidas end nende eest kaitsta, käitub ohutult;"
outcome:90eb3f8e4c2ed7f8,https://curriculum.praktikal.ee/o/90eb3f8e4c2ed7f8,pohikool,okmv,Ühiskonnaõpetus,knowledge,teab internetipanga ja pangakaardi kasutamisega seotud ohtusid ja käitub turvaliselt;
outcome:7f8fd4b7a66c97cb,https://curriculum.praktikal.ee/o/7f8fd4b7a66c97cb,pohikool,okmv,Ühiskonnaõpetus,skill,oskab oma aega ja tegevusi planeerida;
outcome:4e2248b75c5518dd,https://curriculum.praktikal.ee/o/4e2248b75c5518dd,pohikool,okmv,Ühiskonnaõpetus,skill,toob näiteid erinevatest seaduslikest rahateenimise võimalustest;
outcome:97e35177b47f3c0a,https://curriculum.praktikal.ee/o/97e35177b47f3c0a,pohikool,okmv,Ühiskonnaõpetus,skill,koostab eelarve etteantud piirides;
outcome:e10e1a6f7908b1ec,https://curriculum.praktikal.ee/o/e10e1a6f7908b1ec,pohikool,okmv,Ühiskonnaõpetus,knowledge,"kirjeldab säästmise võimalusi igapäevaelus, toob näiteid;"
outcome:a6299b31af9a638a,https://curriculum.praktikal.ee/o/a6299b31af9a638a,pohikool,okmv,Ühiskonnaõpetus,knowledge,"selgitab näidete põhjal vajaduste, soovide ja võimaluste erinevusi."
outcome:0d22e7074862ea7f,https://curriculum.praktikal.ee/o/0d22e7074862ea7f,pohikool,okmv,Ühiskonnaõpetus,knowledge,Teab lapse õigusi ja olulisemaid inimõigusi ning selgitab nende olulisust.
outcome:d7a24e02d362d386,https://curriculum.praktikal.ee/o/d7a24e02d362d386,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Kirjeldab, kuidas demokraatia põhimõtted saavad toimida koolis"
outcome:75aae9c73b443d9c,https://curriculum.praktikal.ee/o/75aae9c73b443d9c,pohikool,okmv,Ühiskonnaõpetus,attitude,Käitub teadliku tarbijana.
outcome:0e22b80a887c9a56,https://curriculum.praktikal.ee/o/0e22b80a887c9a56,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, et Eesti peab arvestama rahvusvahelise olukorra ja rahvusvaheliste suhetega."
outcome:21a5b72a675d3fb6,https://curriculum.praktikal.ee/o/21a5b72a675d3fb6,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, kuidas kujunes ja kuidas toimib tänapäeva demokraatlik ühiskond."
outcome:35c9a379024fed31,https://curriculum.praktikal.ee/o/35c9a379024fed31,pohikool,okmv,Ühiskonnaõpetus,knowledge,Tunneb ära ja toob näiteid demokraatia kesksete tunnuste ja nende rikkumise kohta; toob
outcome:b7771f45f9ea2304,https://curriculum.praktikal.ee/o/b7771f45f9ea2304,pohikool,okmv,Ühiskonnaõpetus,skill,"Märkab, mis võib ohustada demokraatiat tänapäeval, selgitab, tuginedes minevikunäidetele."
outcome:558102dc32d7c9d8,https://curriculum.praktikal.ee/o/558102dc32d7c9d8,pohikool,okmv,Ühiskonnaõpetus,knowledge,Teab Eesti riigi juhtimisega seotud põhiseaduslike institutsioonide ülesandeid.
outcome:1356e3ead71d5293,https://curriculum.praktikal.ee/o/1356e3ead71d5293,pohikool,okmv,Ühiskonnaõpetus,knowledge,Mõistab ühiskonnasektorite spetsiifikat ja rolli ühiskonnas.
outcome:34985cb8ce6058f3,https://curriculum.praktikal.ee/o/34985cb8ce6058f3,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab majanduse toimimise põhijooni, teab oma õigusi ja kohustusi tarbijana, oskab oma õigusi kaitsta."
outcome:4e5652c1c1a28e14,https://curriculum.praktikal.ee/o/4e5652c1c1a28e14,pohikool,okmv,Ühiskonnaõpetus,skill,Analüüsib oma võimalusi tulevase töötajana ja ettevõtjana ning kavandab edasist haridusteed lähtuvalt oma huvidest ja võimetest ning ühiskondlikest teguritest.
outcome:61a0b01bcdc0e81c,https://curriculum.praktikal.ee/o/61a0b01bcdc0e81c,pohikool,okmv,Ühiskonnaõpetus,skill,Seostab demokraatiat inimõiguste kaitsega.
outcome:d70ab1572a7b99f2,https://curriculum.praktikal.ee/o/d70ab1572a7b99f2,pohikool,okmv,Ühiskonnaõpetus,skill,"Analüüsib õiguste ja kohustuste, vabaduse ja vastutuse seost."
outcome:8044df87e3bd8368,https://curriculum.praktikal.ee/o/8044df87e3bd8368,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab, et Eesti Vabariigi põhiseadus on kõrgeim õigusakt ja oskab sealt leida vajalikku infot."
outcome:206ee919e200f162,https://curriculum.praktikal.ee/o/206ee919e200f162,pohikool,okmv,Ühiskonnaõpetus,attitude,"Teab ja väärtustab kodanikuühiskonna võimalusi korraldada elu kodukohas, piirkonnas, riigis ja rahvusvaheliselt."
outcome:de2fcee7883795e4,https://curriculum.praktikal.ee/o/de2fcee7883795e4,pohikool,okmv,Ühiskonnaõpetus,knowledge,"Teab Eesti riigi ja selle kodanike õigusi, võimalusi ja kohustusi, mis tulenevad Euroopa Liidu liikmesusest."
outcome:167b982958ba2759,https://curriculum.praktikal.ee/o/167b982958ba2759,pohikool,okmv,Ühiskonnaõpetus,skill,"Hindab infoallikaid kriitiliselt ja kujundab oma arvamuse, järgib autoriõiguse ja intellektuaalse omandi kaitse põhimõtteid."
outcome:c02806b1d59aaa42,https://curriculum.praktikal.ee/o/c02806b1d59aaa42,pohikool,okmv,Ühiskonnaõpetus,skill,"Märkab kultuuride ja sotsiaalsete rühmade mitmekesisust, diskrimineerimist, sekkub oma võimaluste kohaselt."
outcome:33945db1bf11a0fb,https://curriculum.praktikal.ee/o/33945db1bf11a0fb,pohikool,okmv,Ühiskonnaõpetus,skill,"Analüüsib tervise- ja turvariske, oskab vältida ohtusid ja teab, kust vajaduse korral otsida abi."
outcome:a04943b5f1a31aaa,https://curriculum.praktikal.ee/o/a04943b5f1a31aaa,pohikool,okmv,Ühiskonnaõpetus,skill,"analüüsib näidete põhjal suur- ja väikeriikide, naaberriikide, demokraatlike ja mittedemokraatlike riikide vastastikuseid suhteid;"
outcome:9c7ff081bc4fd6e5,https://curriculum.praktikal.ee/o/9c7ff081bc4fd6e5,pohikool,okmv,Ühiskonnaõpetus,knowledge,"selgitab riikide koostööd rahvusvahelistes organisatsioonides, toob näiteid;"
outcome:fb8ef2f9f5b2c796,https://curriculum.praktikal.ee/o/fb8ef2f9f5b2c796,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab erinevaid demokraatlikus ühiskonnas osalemise võimalusi, toob näiteid;"
outcome:654acbd55054a7bd,https://curriculum.praktikal.ee/o/654acbd55054a7bd,pohikool,okmv,Ühiskonnaõpetus,knowledge,selgitab näidete abil võimude lahususe põhimõtet;
outcome:00e7e1141e3a0460,https://curriculum.praktikal.ee/o/00e7e1141e3a0460,pohikool,okmv,Ühiskonnaõpetus,knowledge,"loetleb demokraatliku ühiskonna tunnuseid, selgitab, mille poolest erinevad demokraatlik ühiskond ja diktatuur;"
outcome:f93e562ea5453d4b,https://curriculum.praktikal.ee/o/f93e562ea5453d4b,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid erinevatest võimalustest, kuidas käituda demokraatia põhimõtteid järgides;"
outcome:e0f187342f0859e2,https://curriculum.praktikal.ee/o/e0f187342f0859e2,pohikool,okmv,Ühiskonnaõpetus,knowledge,selgitab avaliku konkursi tähtsust;
outcome:55fda1e6fc412346,https://curriculum.praktikal.ee/o/55fda1e6fc412346,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teeb vahet riigi-, era- ja kodanikusektoril, toob näiteid nende tegevusest ja koostööst ühiskonnas ja üksikisikute võimalusest osaleda riigi-, era- ja kodanikusektoris;"
outcome:9fc1b1cd9bcf9db4,https://curriculum.praktikal.ee/o/9fc1b1cd9bcf9db4,pohikool,okmv,Ühiskonnaõpetus,knowledge,kirjeldab erinevate majandussüsteemide iseloomulikke tunnuseid ja toimimist;
outcome:511329aa177cf7d1,https://curriculum.praktikal.ee/o/511329aa177cf7d1,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab maksude vajalikkust ühiskonna toimimisel, eristab otseseid ja kaudseid makse;"
outcome:d28ff4aad54dd8d4,https://curriculum.praktikal.ee/o/d28ff4aad54dd8d4,pohikool,okmv,Ühiskonnaõpetus,skill,analüüsib vabalt valitud näidete põhjal inimeste tarbimiskäitumist;
outcome:bf7b934907566fa0,https://curriculum.praktikal.ee/o/bf7b934907566fa0,pohikool,okmv,Ühiskonnaõpetus,knowledge,"selgitab liigtarbimise põhjusi ja mõju üksikisikule, ühiskonnale ja keskkonnale;"
outcome:24c0eec362d43a0e,https://curriculum.praktikal.ee/o/24c0eec362d43a0e,pohikool,okmv,Ühiskonnaõpetus,skill,"analüüsib valitud erialal tegutsemise võimalusi, lähtudes eriala spetsiifikast ja tuues esile palgatöötajana ja ettevõtjana tegutsemise erisused;"
outcome:b41612405755d591,https://curriculum.praktikal.ee/o/b41612405755d591,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab, mis on sotsiaalne ettevõtlus, ja toob näiteid selle võimalustest;"
outcome:344545e0369114e5,https://curriculum.praktikal.ee/o/344545e0369114e5,pohikool,okmv,Ühiskonnaõpetus,attitude,märkab ohtu demokraatiale enda ümbruskonnas ja ühiskonnas ning on valmis sellele oma võimaluste piires vastu seisma;
outcome:2d642e4932d2be28,https://curriculum.praktikal.ee/o/2d642e4932d2be28,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid oma õigustest ja kohustustest koolis, perekonnas ja ühiskonnas, selgitades õiguste ja kohustuste omavahelisi seoseid;"
outcome:4794c5c8dd9d3210,https://curriculum.praktikal.ee/o/4794c5c8dd9d3210,pohikool,okmv,Ühiskonnaõpetus,knowledge,selgitab soorollide ja soostereotüüpsete hoiakute mõju inimese valikutele;
outcome:c51d3fe153160a5b,https://curriculum.praktikal.ee/o/c51d3fe153160a5b,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab, mis on õigusriik, ja selgitab selle toimimise põhimõtteid;"
outcome:22ae23e99c5c844f,https://curriculum.praktikal.ee/o/22ae23e99c5c844f,pohikool,okmv,Ühiskonnaõpetus,knowledge,"nimetab põhiseaduse abil Vabariigi Valitsuse, Riigikogu, Vabariigi Presidendi ja kohaliku omavalitsuse peamisi ülesandeid;"
outcome:c5b1253507ec5fef,https://curriculum.praktikal.ee/o/c5b1253507ec5fef,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab võimalusi, kuidas kodanikud ja mittekodanikud saavad mõjutada ühiskonna toimimist;"
outcome:d7da757cfef0e4f6,https://curriculum.praktikal.ee/o/d7da757cfef0e4f6,pohikool,okmv,Ühiskonnaõpetus,skill,analüüsib enda võimalusi kooli ja kogukonna elu ning kohaliku omavalitsuse poliitika kujundamisel;
outcome:33153214b29354c8,https://curriculum.praktikal.ee/o/33153214b29354c8,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab Euroopa Liidu liikmesriike ja mõistab, miks Euroopa Liidu liikmesriik peab liikmesusest tulenevaid kohustusi täitma;"
outcome:761a0737f5a5063f,https://curriculum.praktikal.ee/o/761a0737f5a5063f,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid Euroopa Liidu kodanike õigustest ja võimalustest, seostades neid enda eluga;"
outcome:0deaf93a16c45e94,https://curriculum.praktikal.ee/o/0deaf93a16c45e94,pohikool,okmv,Ühiskonnaõpetus,skill,oskab allikatest leida asjakohast infot oma arvamuse kujundamiseks;
outcome:ffbdc56d17f63fd7,https://curriculum.praktikal.ee/o/ffbdc56d17f63fd7,pohikool,okmv,Ühiskonnaõpetus,knowledge,"tunneb ära valeuudise ja propaganda ja teab, miks need võivad olla ohtlikud;"
outcome:e68e89e7e9a176ca,https://curriculum.praktikal.ee/o/e68e89e7e9a176ca,pohikool,okmv,Ühiskonnaõpetus,skill,"oskab kasutada allikaid õppetöös, viitab ja tsiteerib nõuetekohaselt;"
outcome:fb3e6fd3622ca345,https://curriculum.praktikal.ee/o/fb3e6fd3622ca345,pohikool,okmv,Ühiskonnaõpetus,skill,"võrdleb tõekspidamisi, tavasid ja praktikaid erinevate kultuuride ja subkultuuride näitel;"
outcome:042f21eb1bc065e7,https://curriculum.praktikal.ee/o/042f21eb1bc065e7,pohikool,okmv,Ühiskonnaõpetus,knowledge,mõistab koostöövõimaluste otsimise vajalikkust kultuuriliste erimeelsuste puhul;
outcome:ab9ccb9bf3f3b710,https://curriculum.praktikal.ee/o/ab9ccb9bf3f3b710,pohikool,okmv,Ühiskonnaõpetus,skill,märkab ja analüüsib diskrimineerimisjuhtumit ja pakub välja lahendusi;
outcome:0203146b7ff4f157,https://curriculum.praktikal.ee/o/0203146b7ff4f157,pohikool,okmv,Ühiskonnaõpetus,skill,toob näiteid kultuurilaenude ja -mõjutuste kohta eesti kultuuris;
outcome:89513fccaa90b7e8,https://curriculum.praktikal.ee/o/89513fccaa90b7e8,pohikool,okmv,Ühiskonnaõpetus,knowledge,"mõistab identiteedi määratlust, selgitab näidete varal, mis on sotsiaalne, kultuuri- ja rahvuslik identiteet ning mitmikidentiteet;"
outcome:4ae5b3cc8b60886d,https://curriculum.praktikal.ee/o/4ae5b3cc8b60886d,pohikool,okmv,Ühiskonnaõpetus,knowledge,"toob näiteid stereotüüpide, vaenukõne ja sallimatuse kohta ning mõistab nende ohtu ühiskonnale;"
outcome:ca91ab47b56ae0c8,https://curriculum.praktikal.ee/o/ca91ab47b56ae0c8,pohikool,okmv,Ühiskonnaõpetus,skill,analüüsib oma kogemuste põhjal iseenda kultuuritarbimist;
outcome:738435d8d01a2c69,https://curriculum.praktikal.ee/o/738435d8d01a2c69,pohikool,okmv,Ühiskonnaõpetus,knowledge,"selgitab, miks on oluline tunda kultuuripärandit;"
outcome:c966c31873388e39,https://curriculum.praktikal.ee/o/c966c31873388e39,pohikool,okmv,Ühiskonnaõpetus,skill,toob näiteid Eesti kultuuri levikust maailmas;
outcome:426acc5aca88e202,https://curriculum.praktikal.ee/o/426acc5aca88e202,pohikool,okmv,Ühiskonnaõpetus,skill,"analüüsib riske, teeb ettepanekuid nende maandamiseks, demonstreerib õpisituatsioonis ohuolukorra asjakohast lahendamist, selgitades oma käitumist."
outcome:4bf8f8f519e33122,https://curriculum.praktikal.ee/o/4bf8f8f519e33122,pohikool,okmv,Ühiskonnaõpetus,skill,"Teeb vahet riigi-, era- ja kodanikusektoril, toob näiteid nende tegevusest ja koostööst ühiskonnas ja üksikisikute kokkupuudetest ja/või võimalusest osaleda riigi-, era- ja kodanikusektoris"
outcome:a8527643803be232,https://curriculum.praktikal.ee/o/a8527643803be232,pohikool,okmv,Ühiskonnaõpetus,knowledge,"teab võimalusi, kuidas nii kodanikud kui ka mittekodanikud saavad mõjutada ühiskonna toimimist"
outcome:c8b79b040f7afed0,https://curriculum.praktikal.ee/o/c8b79b040f7afed0,pohikool,okmv,Ühiskonnaõpetus,skill,"toob näiteid oma õigustest ja kohustustest ühiskonnas, selgitades õiguste ja kohustuste omavahelisi seoseid"
